ticket_id,service,priority,opened_at,due_at,status,assigned_team,resolution_time_hours,sla_breach_risk,penalty_cost,issue_type,queue_delay_hours,waiting_hours,processing_steps,last_updated_at,breach_flag,actual_penalty_exposure,recommended_action
HD-1008183,Service C07HR0.0,Blocker,2022-08-22T08:27:45Z,2022-08-22T12:27:45Z,Closed,Support Pod 090,413.0,Breached,15000,Ticket,0.34,412.66,4,2022-09-08T13:27:40Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009500,Service C06GGCTN0,Highest,2022-10-30T06:02:09Z,2022-10-30T14:02:09Z,Closed,Support Pod 043,2.11,Low,9000,Ticket,1.9,0.0,5,2022-10-30T08:08:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1007275,Service C06GGCTN0,Highest,2022-06-28T07:19:39Z,2022-06-28T15:19:39Z,Closed,Support Pod 156,5.13,Medium,9000,Ticket,0.01,0.0,4,2022-06-28T12:27:46Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009442,Service C05GP80_9,Highest,2022-10-26T06:53:33Z,2022-10-26T14:53:33Z,Closed,Support Pod 186,3.85,Low,9000,Ticket,0.01,0.0,3,2022-10-26T10:44:19Z,False,0,Continue monitoring under normal SLA watch.
HD-1005068,Service C02GG0X93,Blocker,2022-02-13T11:26:30Z,2022-02-13T15:26:30Z,Closed,Support Pod 093,1244.68,Breached,15000,Ticket,0.06,922.51,4,2022-04-06T08:07:31Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1010528,Service C07HR0.0,Blocker,2022-12-14T09:26:47Z,2022-12-14T13:26:47Z,Closed,Support Pod 123,528.29,Breached,15000,Ticket,0.54,5.78,3,2023-01-05T09:44:32Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005636,Service C14GR8114,Highest,2022-03-16T08:55:09Z,2022-03-16T16:55:09Z,Closed,Support Pod 138,2.01,Low,9000,Ticket,0.01,0.0,4,2022-03-16T10:56:03Z,False,0,Continue monitoring under normal SLA watch.
HD-1007820,Service C06GGTZ0,Highest,2022-08-01T09:57:32Z,2022-08-01T17:57:32Z,Closed,Support Pod 274,3.78,Low,9000,Ticket,0.04,0.0,6,2022-08-01T13:44:46Z,False,0,Continue monitoring under normal SLA watch.
HD-22661,Service T.3Q,Medium,2017-07-05T14:13:58Z,2017-07-06T14:13:58Z,Done,Unassigned Queue,16.29,Medium,2000,Story,0.0,0.0,2,2017-07-09T12:45:05Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010448,Service DX8A,Medium,2022-12-12T03:43:22Z,2022-12-13T03:43:22Z,Closed,Support Pod 119,23.98,High,2000,Ticket,23.98,0.0,1,2022-12-13T03:42:10Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-16068,Service DBZ,Medium,2016-07-19T13:44:40Z,2016-07-20T13:44:40Z,Done,Support Pod 227,15.78,Medium,2000,Sub-task,15.78,0.0,1,2016-07-20T05:31:30Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001930,Service C14GR8114,Blocker,2021-08-10T05:33:51Z,2021-08-10T09:33:51Z,Closed,Support Pod 119,165.81,Breached,15000,Ticket,0.02,0.0,7,2021-08-17T03:22:19Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1003198,Service C12GGZCZ0U,Highest,2021-11-01T06:33:47Z,2021-11-01T14:33:47Z,Closed,Support Pod 263,2.24,Low,9000,Ticket,0.02,0.18,5,2021-11-01T08:48:00Z,False,0,Continue monitoring under normal SLA watch.
HD-1005701,Service C02GGX00,Blocker,2022-03-21T12:13:25Z,2022-03-21T16:13:25Z,Closed,Support Pod 099,1.62,Low,15000,Ticket,0.01,0.0,6,2022-03-21T13:50:31Z,False,0,Continue monitoring under normal SLA watch.
HD-1012360,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.67,High,5000,Ticket,11.67,0.0,1,2023-03-06T07:15:07Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001673,Service C05GPW20_,Blocker,2021-07-25T08:59:55Z,2021-07-25T12:59:55Z,Closed,Support Pod 186,0.93,Low,15000,Ticket,0.01,0.0,3,2021-07-25T09:56:02Z,False,0,Continue monitoring under normal SLA watch.
HD-1002965,Service C07HRZ40,Highest,2021-10-14T05:36:26Z,2021-10-14T13:36:26Z,Closed,Support Pod 087,1.58,Low,9000,Ticket,1.58,0.0,1,2021-10-14T07:11:19Z,False,0,Continue monitoring under normal SLA watch.
HD-1003398,Service C05GPX0_,Blocker,2021-11-14T09:06:33Z,2021-11-14T13:06:33Z,Pending Deployment,Support Pod 232,1590.11,Breached,15000,Ticket,0.01,0.0,4,2022-01-19T15:12:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012317,Service C06HS__Z0,Highest,2023-03-05T07:45:47Z,2023-03-05T15:45:47Z,Closed,Support Pod 232,2.41,Low,9000,Ticket,0.04,0.0,3,2023-03-05T10:10:24Z,False,0,Continue monitoring under normal SLA watch.
HD-11898,Service D1Z0,Blocker,2016-01-21T16:11:36Z,2016-01-21T20:11:36Z,Done,Support Pod 076,17590.64,Breached,15000,Story,17590.64,0.0,1,2018-01-23T14:50:05Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005857,Service C06GG0.T,High,2022-03-31T05:14:19Z,2022-03-31T17:14:19Z,Closed,Support Pod 272,7.28,Medium,5000,Ticket,0.01,6.6,4,2022-03-31T12:30:58Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-26103,Service T.3I,Medium,2018-01-30T13:01:03Z,2018-01-31T13:01:03Z,Done,Support Pod 249,23.86,High,2000,Story,17.48,0.0,2,2018-01-31T12:52:49Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1009852,Service T.N2,Highest,2022-11-14T10:44:15Z,2022-11-14T18:44:15Z,Closed,Support Pod 154,2.28,Low,9000,Project,0.56,0.0,3,2022-11-14T13:00:52Z,False,0,Continue monitoring under normal SLA watch.
HD-1010183,Service C13GGB_0,High,2022-11-30T05:35:55Z,2022-11-30T17:35:55Z,Closed,Support Pod 212,7.82,Medium,5000,Ticket,0.27,7.55,3,2022-11-30T13:24:56Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-12059,Service D10T,Medium,2015-09-14T05:43:24Z,2015-09-15T05:43:24Z,Done,Support Pod 196,23.9,High,2000,Vacation,0.06,0.0,2,2016-04-02T12:28:39Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001251,Service C12GGZ_0,Highest,2021-06-21T11:10:41Z,2021-06-21T19:10:41Z,Closed,Support Pod 120,1.43,Low,9000,Ticket,0.03,0.0,4,2021-06-21T12:36:33Z,False,0,Continue monitoring under normal SLA watch.
HD-1003761,Service C05GPC3,Highest,2021-12-06T09:56:29Z,2021-12-06T17:56:29Z,Closed,Support Pod 186,5.82,Medium,9000,Ticket,0.01,0.0,3,2021-12-06T15:45:41Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-11629,Service D0NC,Medium,2015-12-09T14:36:27Z,2015-12-10T14:36:27Z,Done,Unassigned Queue,18.88,Medium,2000,Vacation,18.88,0.0,1,2016-04-02T12:16:59Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005873,Service C12HGX18A,Blocker,2022-03-31T10:31:20Z,2022-03-31T14:31:20Z,Closed,Support Pod 143,2683.52,Breached,15000,Ticket,0.02,588.25,16,2022-07-21T06:02:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1002036,Service C05GPX0_,Blocker,2021-08-17T10:11:51Z,2021-08-17T14:11:51Z,Closed,Support Pod 186,2856.93,Breached,15000,Ticket,0.02,2158.8,6,2021-12-14T11:07:38Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000817,Service C01HG826,Blocker,2021-05-25T17:22:38Z,2021-05-25T21:22:38Z,Closed,Support Pod 266,180.95,Breached,15000,Service,0.04,0.0,4,2021-06-02T06:19:35Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1004698,Service C12HGX18A,Highest,2022-01-25T09:39:05Z,2022-01-25T17:39:05Z,Closed,Support Pod 143,1.63,Low,9000,Ticket,0.02,1.33,4,2022-01-25T11:16:49Z,False,0,Continue monitoring under normal SLA watch.
HD-1009933,Service C12HHX18A,Blocker,2022-11-16T11:57:48Z,2022-11-16T15:57:48Z,Closed,Support Pod 143,308.74,Breached,15000,Ticket,0.02,307.81,9,2022-11-29T08:42:29Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006899,Service C07HRX0U,Medium,2022-06-08T07:53:14Z,2022-06-09T07:53:14Z,Closed,Support Pod 087,23.97,High,2000,Ticket,0.7,22.53,4,2022-06-09T07:51:24Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-12409,Service D8-E,Blocker,2016-01-21T16:15:05Z,2016-01-21T20:15:05Z,Done,Unassigned Queue,17590.55,Breached,15000,Story,17590.55,0.0,1,2018-01-23T14:48:16Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012285,Service C06GR10,Blocker,2023-03-02T09:28:05Z,2023-03-02T13:28:05Z,Closed,Support Pod 265,238.83,Breached,15000,Ticket,0.01,0.0,6,2023-03-12T08:17:49Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008787,Service C12HGX18A,Highest,2022-09-21T06:59:10Z,2022-09-21T14:59:10Z,Closed,Support Pod 143,4.33,Medium,9000,Ticket,0.01,4.29,6,2022-09-21T11:18:51Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-14203,Service DB6,Blocker,2016-01-21T16:24:47Z,2016-01-21T20:24:47Z,Done,Support Pod 211,0.0,Low,15000,Story,30879.06,0.0,1,,False,0,Continue monitoring under normal SLA watch.
HD-1012365,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.67,High,5000,Ticket,11.67,0.0,1,2023-03-06T07:15:25Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1006872,Service C12HGX18A,Blocker,2022-06-06T09:44:22Z,2022-06-06T13:44:22Z,Closed,Support Pod 143,697.98,Breached,15000,Ticket,0.01,659.71,8,2022-07-05T11:43:05Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1002592,Service DX8A,Medium,2021-09-19T04:23:05Z,2021-09-20T04:23:05Z,Closed,Support Pod 119,22.92,High,2000,Ticket,22.92,0.0,1,2021-09-20T03:18:22Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007483,Service C06HS__Z0,Blocker,2022-07-13T06:18:28Z,2022-07-13T10:18:28Z,Pending Deployment,Support Pod 232,1111.12,Breached,15000,Ticket,0.01,342.52,5,2022-08-28T13:25:55Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005815,Service C07HQU9N,Blocker,2022-03-29T04:44:34Z,2022-03-29T08:44:34Z,Closed,Support Pod 087,1011.38,Breached,15000,Ticket,1.28,473.76,5,2022-05-10T08:07:10Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012340,Service C06HG2XCU,High,2023-03-05T19:33:49Z,2023-03-06T07:33:49Z,Closed,Support Pod 048,11.77,High,5000,Ticket,1.09,0.0,4,2023-03-06T07:20:01Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007551,Service C02GG_3NWC,Blocker,2022-07-17T09:17:51Z,2022-07-17T13:17:51Z,Closed,Support Pod 132,1036.9,Breached,15000,Ticket,0.01,1036.41,4,2022-08-29T14:11:43Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009407,Service C12GGZCZ0U,Highest,2022-10-25T05:07:43Z,2022-10-25T13:07:43Z,Closed,Support Pod 154,1.45,Low,9000,Ticket,0.01,0.0,6,2022-10-25T06:34:42Z,False,0,Continue monitoring under normal SLA watch.
HD-1010565,Service C06HG2XCU,Blocker,2022-12-15T14:35:20Z,2022-12-15T18:35:20Z,Closed,Support Pod 193,0.07,Low,15000,Ticket,0.01,0.0,3,2022-12-15T14:39:35Z,False,0,Continue monitoring under normal SLA watch.
HD-1006362,Service C12GGZCZ0U,Highest,2022-05-05T07:25:44Z,2022-05-05T15:25:44Z,Closed,Support Pod 154,2.42,Low,9000,Ticket,0.02,0.0,4,2022-05-05T09:51:03Z,False,0,Continue monitoring under normal SLA watch.
HD-21548,Service T.3H,Medium,2017-04-30T20:02:13Z,2017-05-01T20:02:13Z,Done,Unassigned Queue,23.4,High,2000,Story,0.07,0.0,2,2017-05-01T19:26:03Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012395,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.57,High,5000,Ticket,11.57,0.0,1,2023-03-06T07:09:28Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001569,Service C05GPD10,Highest,2021-07-12T07:17:01Z,2021-07-12T15:17:01Z,Closed,Support Pod 186,4.22,Medium,9000,Ticket,0.03,4.05,4,2021-07-12T11:29:59Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009477,Service C12HGX18A,Highest,2022-10-27T08:55:12Z,2022-10-27T16:55:12Z,Closed,Support Pod 041,2.14,Low,9000,Ticket,0.01,0.84,5,2022-10-27T11:03:49Z,False,0,Continue monitoring under normal SLA watch.
HD-1005383,Service C12GGZCZ0U,Highest,2022-03-01T12:23:57Z,2022-03-01T20:23:57Z,Closed,Support Pod 263,2.05,Low,9000,Ticket,0.02,0.0,4,2022-03-01T14:26:54Z,False,0,Continue monitoring under normal SLA watch.
HD-12410,Service D8-E,Blocker,2016-01-21T16:44:56Z,2016-01-21T20:44:56Z,Done,Unassigned Queue,17590.05,Breached,15000,Story,17590.05,0.0,1,2018-01-23T14:48:02Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001685,Service C11GRZ_0,Blocker,2021-07-26T04:22:30Z,2021-07-26T08:22:30Z,Closed,Support Pod 216,1.01,Low,15000,Ticket,0.25,0.0,2,2021-07-26T05:23:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1002097,Service C14GR8114,Blocker,2021-08-23T03:43:16Z,2021-08-23T07:43:16Z,Closed,Support Pod 119,2.25,Medium,15000,Ticket,0.06,0.0,3,2021-08-23T05:58:25Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000350,Service C06HGW8AD,Blocker,2021-04-20T08:11:23Z,2021-04-20T12:11:23Z,Closed,Support Pod 258,869.22,Breached,15000,Ticket,0.73,0.0,6,2021-05-26T13:24:29Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012339,Service C06HG2XCU,High,2023-03-05T19:33:41Z,2023-03-06T07:33:41Z,Closed,Support Pod 048,11.89,High,5000,Ticket,1.2,0.0,4,2023-03-06T07:27:07Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007826,Service C13GGB_0,Medium,2022-08-01T12:54:44Z,2022-08-02T12:54:44Z,Closed,Support Pod 171,23.8,High,2000,Ticket,23.8,0.0,1,2022-08-02T12:42:30Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1006551,Service C12GGZCZ0U,Highest,2022-05-17T07:33:49Z,2022-05-17T15:33:49Z,Closed,Support Pod 154,2.86,Low,9000,Ticket,0.02,0.0,4,2022-05-17T10:25:39Z,False,0,Continue monitoring under normal SLA watch.
HD-14053,Service DB6,Blocker,2015-11-01T06:44:13Z,2015-11-01T10:44:13Z,Done,Support Pod 023,0.0,Low,15000,Story,32832.73,0.0,1,,False,0,Continue monitoring under normal SLA watch.
HD-1001032,Service C02GG_3NWC,Medium,2021-06-08T11:05:45Z,2021-06-09T11:05:45Z,Closed,Support Pod 099,23.56,High,2000,Ticket,0.05,22.62,5,2021-06-09T10:39:15Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-16516,Service DU6,Medium,2016-08-24T12:49:28Z,2016-08-25T12:49:28Z,Done,Unassigned Queue,17.04,Medium,2000,Vacation,17.04,0.0,1,2016-08-25T05:51:38Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000652,Service C06GOT_9,Medium,2021-05-16T11:39:09Z,2021-05-17T11:39:09Z,Closed,Support Pod 135,23.55,High,2000,Ticket,0.01,0.0,4,2021-05-17T11:11:52Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001403,Service C12GGZCZ0U,Highest,2021-07-01T06:09:30Z,2021-07-01T14:09:30Z,Closed,Support Pod 120,5.36,Medium,9000,Ticket,0.01,0.0,4,2021-07-01T11:31:21Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007210,Service C12HGX18A,Blocker,2022-06-23T09:39:56Z,2022-06-23T13:39:56Z,Closed,Support Pod 143,652.24,Breached,15000,Ticket,0.01,25.99,6,2022-07-20T13:54:30Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011927,Service C02GG0_0,Highest,2023-02-16T06:05:58Z,2023-02-16T14:05:58Z,Closed,Support Pod 132,2.33,Low,9000,Ticket,0.01,0.0,3,2023-02-16T08:25:51Z,False,0,Continue monitoring under normal SLA watch.
HD-1010156,Service C12HHX18A,Blocker,2022-11-29T08:17:50Z,2022-11-29T12:17:50Z,Closed,Support Pod 143,3.97,High,15000,Ticket,0.02,3.68,5,2022-11-29T12:16:37Z,False,15000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1006958,Service C05GPX0U,Highest,2022-06-12T09:38:49Z,2022-06-12T17:38:49Z,Closed,Support Pod 262,4.07,Medium,9000,Ticket,4.07,0.0,2,2022-06-12T13:43:18Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-12183,Service D10T,Blocker,2016-01-21T16:43:10Z,2016-01-21T20:43:10Z,Done,Support Pod 092,16022.97,Breached,15000,Story,2173.52,0.0,2,2017-11-19T07:41:25Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1004864,Service C05GPW20_,Blocker,2022-02-02T10:06:18Z,2022-02-02T14:06:18Z,Closed,Support Pod 186,265.24,Breached,15000,Ticket,0.21,264.11,4,2022-02-13T11:20:51Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-19641,Service DX8A,Medium,2017-01-18T14:07:45Z,2017-01-19T14:07:45Z,Done,Support Pod 080,17.97,Medium,2000,Story,17.97,0.0,1,2017-01-23T10:33:32Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000173,Service C06HGW8AD,Blocker,2021-04-05T18:51:02Z,2021-04-05T22:51:02Z,Closed,Support Pod 258,1044.68,Breached,15000,Ticket,0.02,0.0,6,2021-05-19T07:31:53Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005463,Service C06HG2XCU,Blocker,2022-03-06T14:59:13Z,2022-03-06T18:59:13Z,Closed,Support Pod 193,0.11,Low,15000,Ticket,0.01,0.0,3,2022-03-06T15:06:08Z,False,0,Continue monitoring under normal SLA watch.
HD-1008758,Service C06GG1_3_,Medium,2022-09-19T14:05:39Z,2022-09-20T14:05:39Z,Closed,Support Pod 124,18.48,Medium,2000,Ticket,0.02,0.0,3,2022-09-20T08:34:45Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-12788,Service DU6,Blocker,2016-01-21T16:46:40Z,2016-01-21T20:46:40Z,Done,Unassigned Queue,0.0,Low,15000,Story,19388.19,0.0,1,,False,0,Continue monitoring under normal SLA watch.
HD-1005800,Service C12HGX18A,Blocker,2022-03-28T09:10:43Z,2022-03-28T13:10:43Z,Closed,Support Pod 143,169.67,Breached,15000,Ticket,0.02,25.07,7,2022-04-04T10:50:42Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012352,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.76,High,5000,Ticket,11.76,0.0,1,2023-03-06T07:19:41Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011312,Service C07PPU9N,Blocker,2023-01-22T07:16:34Z,2023-01-22T11:16:34Z,Pending Deployment,Support Pod 262,217.57,Breached,15000,Ticket,0.36,0.0,3,2023-01-31T08:50:38Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005348,Service C05GP0.0,Blocker,2022-02-28T06:00:44Z,2022-02-28T10:00:44Z,Closed,Support Pod 186,1.5,Low,15000,Ticket,0.07,0.0,5,2022-02-28T07:30:32Z,False,0,Continue monitoring under normal SLA watch.
HD-1000433,Service C07GG6CZ0,Medium,2021-04-27T09:08:04Z,2021-04-28T09:08:04Z,Closed,Support Pod 090,23.79,High,2000,Ticket,0.58,2.24,3,2021-04-28T08:55:18Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1010274,Service C07IGD31,Medium,2022-12-04T16:06:38Z,2022-12-05T16:06:38Z,Closed,Support Pod 100,22.63,High,2000,Ticket,0.01,0.0,3,2022-12-05T15:17:05Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003951,Service T.N2,Blocker,2021-12-14T11:24:41Z,2021-12-14T15:24:41Z,Closed,Support Pod 147,188.31,Breached,15000,Ticket,53.1,0.0,2,2021-12-22T07:43:11Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000693,Service C06GRX0U,Highest,2021-05-18T08:16:40Z,2021-05-18T16:16:40Z,Closed,Support Pod 262,1.79,Low,9000,Ticket,0.16,1.62,5,2021-05-18T10:04:17Z,False,0,Continue monitoring under normal SLA watch.
HD-1003913,Service C07HR_10U,Highest,2021-12-13T11:17:34Z,2021-12-13T19:17:34Z,Closed,Support Pod 260,1.81,Low,9000,Service,0.15,0.81,4,2021-12-13T13:06:26Z,False,0,Continue monitoring under normal SLA watch.
HD-13512,Service D.WH,Blocker,2016-01-21T16:20:52Z,2016-01-21T20:20:52Z,Done,Unassigned Queue,0.0,Low,15000,Story,25309.22,0.0,2,,False,0,Continue monitoring under normal SLA watch.
HD-1006154,Service C12GGZCZ0U,Highest,2022-04-18T09:08:55Z,2022-04-18T17:08:55Z,Closed,Support Pod 154,4.89,Medium,9000,Ticket,0.01,0.0,4,2022-04-18T14:02:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011921,Service C12HHX18AJ28AV.EW8X3D,Blocker,2023-02-15T20:51:22Z,2023-02-16T00:51:22Z,Closed,Support Pod 143,2.27,Medium,15000,Deployment,0.02,0.0,3,2023-02-15T23:07:39Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011566,Service C06GG1_3_,Medium,2023-01-31T11:37:09Z,2023-02-01T11:37:09Z,Closed,Support Pod 122,23.75,High,2000,Ticket,0.09,23.67,2,2023-02-01T11:22:23Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1008336,Service C02GGX00,Blocker,2022-08-30T06:38:57Z,2022-08-30T10:38:57Z,Closed,Support Pod 093,2.04,Medium,15000,Ticket,0.02,0.0,4,2022-08-30T08:41:15Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012502,Service C06GG10,Highest,2023-03-12T06:55:48Z,2023-03-12T14:55:48Z,Closed,Support Pod 272,1.91,Low,9000,Ticket,0.01,0.0,4,2023-03-12T08:50:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1006008,Service C06GO1Z0,Medium,2022-04-10T11:05:44Z,2022-04-11T11:05:44Z,Closed,Support Pod 020,22.97,High,2000,Ticket,0.01,0.0,3,2022-04-11T10:04:06Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-11159,Service DZC0,Blocker,2016-01-21T16:40:08Z,2016-01-21T20:40:08Z,Done,Unassigned Queue,16718.91,Breached,15000,Story,16718.91,0.0,1,2017-12-18T07:34:42Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1004177,Service C02HK0X93,Blocker,2021-12-23T10:05:14Z,2021-12-23T14:05:14Z,Closed,Support Pod 099,478.34,Breached,15000,Ticket,0.05,3.02,6,2022-01-12T08:25:56Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005917,Service C06GGZCZ0,High,2022-04-04T12:04:46Z,2022-04-05T00:04:46Z,Closed,Support Pod 120,7.5,Medium,5000,Ticket,0.12,0.0,2,2022-04-04T19:34:57Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000198,Service DX8A,Medium,2021-04-07T05:27:55Z,2021-04-08T05:27:55Z,Closed,Support Pod 119,22.77,High,2000,Ticket,0.06,0.0,2,2021-04-08T04:14:10Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001479,Service C12GGZCZ0U,Highest,2021-07-06T08:18:29Z,2021-07-06T16:18:29Z,Closed,Support Pod 120,5.81,Medium,9000,Ticket,0.05,0.0,4,2021-07-06T14:07:23Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-13590,Service D.WH,Medium,2016-03-16T13:38:08Z,2016-03-17T13:38:08Z,Done,Support Pod 220,23.06,High,2000,Ticket,0.02,0.0,2,2016-04-02T13:10:04Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1002221,Service C05GPX0_,Blocker,2021-08-30T09:54:17Z,2021-08-30T13:54:17Z,Closed,Support Pod 100,0.19,Low,15000,Ticket,0.01,0.0,2,2021-08-30T10:05:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1008940,Service C12HGX18A,Highest,2022-09-29T12:25:36Z,2022-09-29T20:25:36Z,Closed,Support Pod 041,1.8,Low,9000,Ticket,0.01,0.87,4,2022-09-29T14:14:00Z,False,0,Continue monitoring under normal SLA watch.
HD-25653,Service T.3O,Medium,2018-01-07T08:34:04Z,2018-01-08T08:34:04Z,Done,Support Pod 205,23.96,High,2000,Vacation,23.96,0.0,2,2018-01-11T08:06:09Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-12786,Service DU6,Medium,2016-01-23T17:06:00Z,2016-01-24T17:06:00Z,Done,Unassigned Queue,18.88,Medium,2000,Story,0.06,0.0,2,2016-04-02T12:41:41Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010809,Service C13GGB20,Highest,2022-12-29T11:14:27Z,2022-12-29T19:14:27Z,Closed,Support Pod 180,1.91,Low,9000,Ticket,0.03,1.55,3,2022-12-29T13:09:01Z,False,0,Continue monitoring under normal SLA watch.
HD-1004164,Service T.N2,Medium,2021-12-22T12:52:23Z,2021-12-23T12:52:23Z,Closed,Support Pod 143,19.16,Medium,2000,Ticket,0.98,18.17,5,2021-12-23T08:01:54Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-18376,Service D0NC,Medium,2016-11-13T15:12:48Z,2016-11-14T15:12:48Z,Done,Unassigned Queue,18.27,Medium,2000,Story,18.27,0.0,1,2016-11-14T09:28:59Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1004272,Service C12GGZ_0,High,2021-12-30T08:05:19Z,2021-12-30T20:05:19Z,Closed,Support Pod 263,8.65,Medium,5000,Ticket,0.02,0.0,4,2021-12-30T16:44:34Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009399,Service C06GG10,Medium,2022-10-24T12:06:46Z,2022-10-25T12:06:46Z,Closed,Support Pod 272,18.77,Medium,2000,Ticket,0.02,0.0,4,2022-10-25T06:53:13Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
